,Date,Apple,Blackrock,Disney,Ford,GE,Google,JPMorgan
52,1.24E+12,10.76725048,3.144934409,1.339076472,0.178735309,0.425394233,3.186228644,1.152701241
53,1.23733E+12,10.96820486,3.49758929,1.360868448,0.193630557,0.439002576,3.342205308,1.243028591
54,1.23742E+12,10.97902023,3.262488889,1.330059007,0.196766417,0.430924363,3.319879867,1.143989438
55,1.23751E+12,10.97576763,3.267360086,1.311272756,0.215589318,0.405821836,3.288386521,1.061456839
56,1.23759E+12,10.97576763,3.267360086,1.311272756,0.215589318,0.405821836,3.29057919,1.061456839
57,1.24E+12,10.97576763,3.267360086,1.311272756,0.215589318,0.405821836,3.29057919,1.061456839
58,1.23777E+12,11.6315701,3.840785932,1.421735995,0.227340893,0.443686198,3.29057919,1.32326866
59,1.23785E+12,11.50635216,3.682518066,1.376648964,0.22106921,0.441129555,3.474372553,1.202220816
60,1.23794E+12,11.50516355,3.80035646,1.392429346,0.217149407,0.446234281,3.460059524,1.309513248
61,1.23803E+12,11.87034984,3.919054953,1.43225625,0.230476734,0.463675478,3.429213729,1.334272994
62,1.24E+12,11.544058,3.655280559,1.396938008,0.22263713,0.458570712,3.52110509,1.256325554
63,1.2382E+12,11.544058,3.655280559,1.396938008,0.22263713,0.458570712,3.465393534,1.256325554
64,1.23828E+12,11.544058,3.655280559,1.396938008,0.22263713,0.458570712,3.465393534,1.256325554
65,1.23837E+12,11.28908366,3.580735644,1.341330723,0.216365447,0.422412226,3.465393534,1.139404269
66,1.23846E+12,11.35716007,3.728392054,1.364625778,0.206173943,0.430069336,3.415460961,1.218727371
67,1.24E+12,11.74285195,3.74702812,1.411967065,0.214797526,0.432625938,3.468980763,1.290255631
68,1.23863E+12,12.17717219,3.911027066,1.518672973,0.228124853,0.456869137,3.529079484,1.293465254
69,1.23872E+12,12.53154309,3.956617133,1.502900045,0.254787376,0.465377054,3.612900642,1.344910028
70,1.2388E+12,12.53154309,3.956617133,1.502900045,0.254787376,0.465377054,3.6854546,1.344910028
71,1.23889E+12,12.53154309,3.956617133,1.502900045,0.254787376,0.465377054,3.6854546,1.344910028
72,1.24E+12,12.79732126,3.90988041,1.474337411,0.295545522,0.47601191,3.6854546,1.295302526
73,1.23906E+12,12.42459447,3.686531993,1.436764909,0.273594612,0.453040623,3.670108046,1.251670899
74,1.23915E+12,12.56719645,3.699147364,1.454799693,0.309656809,0.452619479,3.574528173,1.259934188
75,1.23924E+12,12.91832631,3.957761148,1.493875128,0.332391698,0.481967402,3.607917333,1.504301722
76,1.23932E+12,12.91832631,3.957761148,1.493875128,0.332391698,0.481967402,3.71256687,1.504301722
77,1.24E+12,12.91832631,3.957761148,1.493875128,0.332391698,0.481967402,3.71256687,1.504301722
78,1.23949E+12,12.91832631,3.957761148,1.493875128,0.332391698,0.481967402,3.71256687,1.504301722
79,1.23958E+12,12.98855244,3.995893815,1.46757435,0.333959619,0.516003208,3.71256687,1.547933435
80,1.23967E+12,12.78219573,3.790034818,1.429250381,0.337095461,0.489628771,3.76847765,1.410134711
81,1.23975E+12,12.70980916,3.985288265,1.482603405,0.316712453,0.503237113,3.676785815,1.495569804
82,1.24E+12,13.1214411,3.916477706,1.541216413,0.326120015,0.521958742,3.782333223,1.526804174
83,1.23993E+12,13.33427995,3.896978479,1.531447627,0.313584461,0.527063468,3.874423801,1.527722852
84,1.24001E+12,13.33427995,3.896978479,1.531447627,0.313584461,0.527063468,3.909306981,1.527722852
85,1.2401E+12,13.33427995,3.896978479,1.531447627,0.313584461,0.527063468,3.909306981,1.527722852
86,1.24019E+12,13.0188142,3.54346308,1.458557025,0.289273819,0.482822469,3.909306981,1.363742498
87,1.24E+12,13.15494476,3.979264506,1.463065686,0.297897403,0.497706983,3.780337945,1.494191875
88,1.24036E+12,13.12793477,3.904432817,1.457805558,0.335527538,0.501965201,3.801966563,1.465254202
89,1.24044E+12,13.54821013,4.23529758,1.475088874,0.351990726,0.505368352,3.82578572,1.525426244
90,1.24053E+12,13.38615021,4.333926372,1.522430161,0.391980574,0.51514818,3.8340591,1.533234924
91,1.24062E+12,13.38615021,4.333926372,1.522430161,0.391980574,0.51514818,3.881898766,1.533234924
92,1.24E+12,13.38615021,4.333926372,1.522430161,0.391980574,0.51514818,3.881898766,1.533234924
93,1.24079E+12,13.47582356,4.285188583,1.483354868,0.400596307,0.514301632,3.881898766,1.505675092
94,1.24088E+12,13.38636616,4.210067275,1.466071408,0.40686799,0.510473077,3.846616837,1.506134519
95,1.24096E+12,13.52010879,4.330199412,1.578788909,0.427250999,0.519831762,3.824291699,1.583761019
96,1.24105E+12,13.59465663,4.200892294,1.645668057,0.46880092,0.538119467,3.901632785,1.515784942
97,1.24E+12,13.74699253,4.255367718,1.648673782,0.44606605,0.539821043,3.946482585,1.492354521
98,1.24122E+12,13.74699253,4.255367718,1.648673782,0.44606605,0.539821043,3.923758698,1.492354521
99,1.24131E+12,13.74699253,4.255367718,1.648673782,0.44606605,0.539821043,3.923758698,1.492354521
100,1.2414E+12,14.26883725,4.52975334,1.717807192,0.460577177,0.557266459,3.923758698,1.643933148
101,1.24148E+12,14.33798275,4.521148848,1.739599312,0.458609416,0.557266459,4.006374784,1.599378201
102,1.24E+12,14.31529363,4.462372929,1.943993671,0.490751849,0.581513917,4.016448165,1.709616997
103,1.24165E+12,13.94362606,4.14240336,1.903415443,0.475072604,0.593850348,4.021232253,1.618669919
104,1.24174E+12,13.95767013,4.253363587,1.91318423,0.489183929,0.618093546,3.952860153,1.7886216
105,1.24183E+12,13.95767013,4.253363587,1.91318423,0.489183929,0.618093546,4.059702356,1.7886216
106,1.24191E+12,13.95767013,4.253363587,1.91318423,0.489183929,0.618093546,4.059702356,1.7886216
107,1.24E+12,13.99873738,4.072732272,1.856825479,0.476640525,0.603630177,4.059702356,1.645770329
108,1.24209E+12,13.44231992,4.100830303,1.827518974,0.392756709,0.581939321,4.066181512,1.624181997
109,1.24217E+12,12.90968292,3.958334706,1.773414482,0.388836888,0.549179686,3.976779069,1.564009865
110,1.24226E+12,13.28350106,4.014816883,1.764397162,0.404516134,0.554709816,3.882395144,1.632449929
111,1.24235E+12,13.22624002,4.037180336,1.759137035,0.430386847,0.547052747,3.86206619,1.603512167
112,1.24E+12,13.22624002,4.037180336,1.759137035,0.430386847,0.547052747,3.886982746,1.603512167
113,1.24252E+12,13.22624002,4.037180336,1.759137035,0.430386847,0.547052747,3.886982746,1.603512167
114,1.2426E+12,13.68326009,4.137529318,1.819252981,0.431178639,0.573006041,3.886982746,1.711454357
115,1.24269E+12,13.76968084,4.004781804,1.789946476,0.441362293,0.582785829,3.955152581,1.64485165
116,1.24278E+12,13.59898906,3.932530412,1.76965729,0.424115163,0.585767876,3.975484272,1.586976304
117,1.24E+12,13.41640127,4.064133899,1.745610911,0.417843443,0.563217693,3.958542108,1.603052742
118,1.24295E+12,13.23489411,4.23529756,1.780929011,0.412355738,0.55726646,3.951765791,1.580545729
119,1.24304E+12,13.23489411,4.23529756,1.780929011,0.412355738,0.55726646,3.921865924,1.580545729
120,1.24312E+12,13.23489411,4.23529756,1.780929011,0.412355738,0.55726646,3.921865924,1.580545729
121,1.24321E+12,13.23489411,4.23529756,1.780929011,0.412355738,0.55726646,3.921865924,1.580545729
122,1.24E+12,14.12945491,4.442016659,1.844050823,0.423331184,0.569602891,3.921865924,1.678382807
123,1.24338E+12,14.37470441,4.275150418,1.793703667,0.418627422,0.552582838,4.030101475,1.592028948
124,1.24347E+12,14.59295711,4.396142655,1.80272113,0.435874551,0.561090755,4.042061544,1.683435273
125,1.24356E+12,14.67289573,4.573046588,1.820004446,0.450777668,0.573427186,4.090300871,1.694918493
126,1.24364E+12,14.67289573,4.573046588,1.820004446,0.450777668,0.573427186,4.158372768,1.694918493
127,1.24E+12,14.67289573,4.573046588,1.820004446,0.450777668,0.573427186,4.158372768,1.694918493
128,1.24381E+12,15.05536797,4.730451294,1.880871858,0.480560351,0.589592172,4.158372768,1.658631653
129,1.2439E+12,15.0704935,4.800979427,1.888386387,0.502511279,0.587044049,4.251360608,1.584684251
130,1.24399E+12,15.22822101,4.717259757,1.884629194,0.484480171,0.574282213,4.26970007,1.560794578
131,1.24407E+12,15.52966329,4.757399211,1.889137854,0.498591458,0.584917069,4.302091592,1.623722572
132,1.24E+12,15.63012977,4.716784943,1.874860264,0.498591458,0.575979528,4.388101463,1.586976305
133,1.24425E+12,15.63012977,4.716784943,1.874860264,0.498591458,0.575979528,4.428367615,1.586976305
134,1.24433E+12,15.63012977,4.716784943,1.874860264,0.498591458,0.575979528,4.428367615,1.586976305
135,1.24442E+12,15.54154776,4.878674546,1.903415445,0.500159379,0.576834596,4.428367615,1.625559929
136,1.24451E+12,15.41945054,5.246822236,1.903415445,0.490751854,0.5772557,4.373052069,1.619588606
137,1.24E+12,15.15260328,5.142542659,1.886131986,0.485264113,0.570024035,4.341658182,1.600296881
138,1.24468E+12,15.12018107,5.260076517,1.895900916,0.468800926,0.572580637,4.311558787,1.604890098
139,1.24476E+12,14.79822084,5.08608206,1.88312626,0.47899243,0.574707617,4.275681015,1.613617457
140,1.24485E+12,14.79822084,5.08608206,1.88312626,0.47899243,0.574707617,4.234218004,1.613617457
141,1.24494E+12,14.79822084,5.08608206,1.88312626,0.47899243,0.574707617,4.234218004,1.613617457
142,1.25E+12,14.7031468,4.886740331,1.822266302,0.464881142,0.559389179,4.234218004,1.561717813
143,1.24511E+12,14.73124814,4.881267456,1.765148629,0.444498134,0.543649556,4.153786378,1.538751375
144,1.2452E+12,14.64804538,4.817895769,1.779426077,0.447633975,0.521107933,4.146114926,1.503378482
145,1.24528E+12,14.68045769,4.907481085,1.782431945,0.445282113,0.513450849,4.137742087,1.56952176
146,1.24537E+12,15.06940219,5.039994473,1.768154355,0.448417954,0.519027179,4.126777829,1.607650688
147,1.25E+12,15.06940219,5.039994473,1.768154355,0.448417954,0.519027179,4.186876548,1.607650688
148,1.24554E+12,15.06940219,5.039994473,1.768154355,0.448417954,0.519027179,4.186876548,1.607650688
149,1.24563E+12,14.84143783,4.819045186,1.702778286,0.421763263,0.494148196,4.186876548,1.509809052
150,1.24572E+12,14.47842354,4.834024716,1.719310135,0.433522688,0.497579777,4.05990157,1.541962101
151,1.2458E+12,14.71719091,4.997069462,1.720813069,0.441362292,0.501864938,4.043258393,1.536909457
152,1.25E+12,15.11045627,5.049785504,1.76965729,0.445282113,0.508728141,4.079235929,1.568143826
153,1.24597E+12,15.38919954,5.124106458,1.760639827,0.439794372,0.504013981,4.143819753,1.582383081
154,1.24606E+12,15.38919954,5.124106458,1.760639827,0.439794372,0.504013981,4.239001788,1.582383081
155,1.24615E+12,15.38919954,5.124106458,1.760639827,0.439794372,0.504013981,4.239001788,1.582383081
156,1.24623E+12,15.33842063,5.068510023,1.777923286,0.453121717,0.504442939,4.239001788,1.589272908
157,1.25E+12,15.38811974,5.053242586,1.75312544,0.475856587,0.502727149,4.227241246,1.566765897
158,1.24641E+12,15.43133506,4.979212617,1.76214276,0.46331322,0.505296519,4.20182648,1.553445355
159,1.24649E+12,15.12774306,4.829415564,1.716304262,0.461745299,0.491574489,4.175914115,1.484444025
160,1.24658E+12,15.12774306,4.829415564,1.716304262,0.461745299,0.491574489,4.07126458,1.484444025
161,1.24667E+12,15.12774306,4.829415564,1.716304262,0.461745299,0.491574489,4.07126458,1.484444025
162,1.25E+12,15.12774306,4.829415564,1.716304262,0.461745299,0.491574489,4.07126458,1.484444025
163,1.24684E+12,14.97540633,4.788510314,1.735090513,0.450777665,0.492428109,4.07126458,1.499624226
164,1.24692E+12,14.62859903,4.671555784,1.693009352,0.433522686,0.472271834,4.082426237,1.50928437
165,1.24701E+12,14.82523088,4.649086271,1.671217376,0.419411361,0.459403384,3.95305937,1.504684352
166,1.2471E+12,14.73231646,4.790238638,1.693009352,0.44136229,0.465833334,4.01146485,1.546545149
167,1.25E+12,14.96568314,4.786493645,1.683992032,0.448417953,0.462401712,4.090200195,1.487664072
168,1.24727E+12,14.96568314,4.786493645,1.683992032,0.448417953,0.462401712,4.13016736,1.487664072
169,1.24736E+12,14.96568314,4.786493645,1.683992032,0.448417953,0.462401712,4.13016736,1.487664072
170,1.24744E+12,15.37839656,4.957607714,1.705784008,0.446066053,0.491574489,4.13016736,1.596686119
171,1.24753E+12,15.37083297,4.975179728,1.736593448,0.457825478,0.499295567,4.228835953,1.596226187
172,1.25E+12,15.86889722,5.187195962,1.809484188,0.474288665,0.525028131,4.232723994,1.667987452
173,1.2477E+12,15.93804272,5.159826749,1.862837069,0.480560348,0.531891334,4.367073874,1.662007463
174,1.24779E+12,16.3950628,5.179127086,1.841796417,0.481344327,0.499720229,4.411225024,1.696968058
175,1.24788E+12,16.3950628,5.179127086,1.841796417,0.481344327,0.499720229,4.2881393,1.696968058
176,1.24796E+12,16.3950628,5.179127086,1.841796417,0.481344327,0.499720229,4.2881393,1.696968058
177,1.25E+12,16.52027084,5.324027077,1.906421164,0.485264111,0.500582399,4.2881393,1.701108145
178,1.24813E+12,16.36912273,5.304435315,1.893646508,0.48604809,0.492003445,4.287340888,1.699268067
179,1.24822E+12,16.93418276,5.34390059,1.907172631,0.500159377,0.498866608,4.264716763,1.694207942
180,1.24831E+12,17.05086611,5.700813742,2.013878536,0.547197037,0.512588638,4.262623858,1.754929095
181,1.24839E+12,17.28486915,5.536040226,1.997346687,0.531517829,0.516020219,4.358819651,1.744348913
182,1.25E+12,17.28486915,5.536040226,1.997346687,0.531517829,0.516020219,4.452288678,1.744348913
183,1.24857E+12,17.28486915,5.536040226,1.997346687,0.531517829,0.516020219,4.452288678,1.744348913
184,1.24865E+12,17.29719707,5.47324479,1.987577756,0.569931909,0.528459711,4.452288678,1.754009232
185,1.24874E+12,17.28639242,5.477850867,1.981566162,0.559740442,0.537043,4.433151716,1.751709048
186,1.24883E+12,17.2896236,5.45135197,1.945496595,0.558172521,0.525890341,4.383816814,1.737448886
187,1.25E+12,17.58781328,5.51241864,1.97029444,0.579339471,0.562346648,4.347838364,1.769649366
188,1.249E+12,17.65263626,5.488797496,1.88763491,0.627168923,0.57478614,4.441523644,1.777929539
189,1.24908E+12,17.65263626,5.488797496,1.88763491,0.627168923,0.57478614,4.415710128,1.777929539
190,1.24917E+12,17.65263626,5.488797496,1.88763491,0.627168923,0.57478614,4.415710128,1.777929539
191,1.24926E+12,17.98107864,5.635134825,1.917692883,0.653031785,0.588516761,4.415710128,1.821630414
192,1.25E+12,17.88600296,5.720981299,1.926710347,0.650679922,0.592801921,4.50700534,1.849690981
193,1.24943E+12,17.83846512,5.779455488,1.898906633,0.661655405,0.600094041,4.522193429,1.921912355
194,1.24952E+12,17.70881751,5.700525382,1.906421162,0.632648777,0.613824703,4.496340069,1.874536063
195,1.2496E+12,17.88168209,5.83217461,2.005612538,0.627945052,0.630549356,4.488566116,1.948592953
196,1.24969E+12,17.88168209,5.83217461,2.005612538,0.627945052,0.630549356,4.555741056,1.948592953
197,1.25E+12,17.88168209,5.83217461,2.005612538,0.627945052,0.630549356,4.555741056,1.948592953
198,1.24986E+12,17.79632961,5.725875289,1.986826287,0.605210181,0.624973027,4.555741056,1.963773154
199,1.24995E+12,17.59213416,5.725587382,1.94624806,0.612265806,0.600094041,4.550857508,1.897071836
200,1.25004E+12,17.86007442,5.792418354,1.970294437,0.60364226,0.606103624,4.524205736,1.941692752
201,1.25012E+12,18.19607874,5.720690321,1.973300163,0.619321468,0.604816791,4.570491769,1.973433299
202,1.25E+12,18.01889329,5.697068739,1.94324219,0.613833727,0.597095713,4.607367178,1.952733042
203,1.25029E+12,18.01889329,5.697068739,1.94324219,0.613833727,0.597095713,4.584646333,1.952733042
204,1.25038E+12,18.01889329,5.697068739,1.94324219,0.613833727,0.597095713,4.584646333,1.952733042
205,1.25047E+12,17.24208576,5.443286172,1.885380506,0.577771549,0.573070349,4.584646333,1.873611464
206,1.25055E+12,17.71855226,5.650978521,1.893646501,0.598938498,0.58294043,4.434048687,1.918232379
207,1.25E+12,17.78337689,5.664517195,1.914687155,0.599722439,0.580362428,4.437934599,1.90489208
208,1.25073E+12,17.97027401,5.940772368,1.945496593,0.602074339,0.592377298,4.424880477,1.951352895
209,1.25081E+12,18.2825094,5.977359449,2.013127065,0.606778102,0.609535205,4.588731779,2.008394069
210,1.2509E+12,18.2825094,5.977359449,2.013127065,0.606778102,0.609535205,4.636870432,2.008394069
211,1.25099E+12,18.2825094,5.977359449,2.013127065,0.606778102,0.609535205,4.636870432,2.008394069
212,1.25E+12,18.26522426,5.899578768,2.013878533,0.58090739,0.609101952,4.636870432,1.978493422
213,1.25116E+12,18.30195745,5.829290712,2.01913866,0.595018677,0.613395744,4.671653847,2.004713912
214,1.25124E+12,18.08695735,5.738262345,2.028915043,0.596586598,0.605241454,4.697964964,1.99183372
215,1.25133E+12,18.30735977,5.768511949,2.029658914,0.60129036,0.608673035,4.66437932,1.998733922
216,1.25142E+12,18.37218276,5.805957478,2.016884258,0.605994123,0.60395458,4.645042224,1.974353335
217,1.25E+12,18.37218276,5.805957478,2.016884258,0.605994123,0.60395458,4.631987798,1.974353335
218,1.25159E+12,18.37218276,5.805957478,2.016884258,0.605994123,0.60395458,4.631987798,1.974353335
219,1.25168E+12,18.17340119,5.771392816,1.956768316,0.595802619,0.596233543,4.631987798,1.999193854
220,1.25176E+12,17.85877703,5.613780512,1.92971607,0.567580046,0.572216728,4.601289517,1.916852227
221,1.25185E+12,17.84602873,5.563461051,1.908675562,0.551116858,0.566207145,4.54239678,1.879591622
222,1.25E+12,17.99404293,5.701115999,1.911681287,0.586395094,0.576930847,4.514976706,1.937092726
223,1.25202E+12,18.40027423,5.652243024,1.946248062,0.582475311,0.594946669,4.559926272,1.947672909
224,1.25211E+12,18.40027423,5.652243024,1.946248062,0.582475311,0.594946669,4.597601005,1.947672909
225,1.2522E+12,18.40027423,5.652243024,1.946248062,0.582475311,0.594946669,4.597601005,1.947672909
226,1.25228E+12,18.40027423,5.652243024,1.946248062,0.582475311,0.594946669,4.597601005,1.947672909
227,1.25E+12,18.68333838,5.765316521,1.974803099,0.572283806,0.621974698,4.597601005,1.956873121
228,1.25245E+12,18.48994594,5.841952505,2.025150256,0.579339469,0.637841476,4.570890529,1.971593391
229,1.25254E+12,18.64336413,5.832409135,2.131104696,0.583259253,0.634843148,4.62421293,1.978953525
230,1.25263E+12,18.60014716,5.835011752,2.135613499,0.574635669,0.629266818,4.693680299,1.955037607
231,1.25271E+12,18.60014716,5.835011752,2.135613499,0.574635669,0.629266818,4.705639151,1.955037607
232,1.25E+12,18.60014716,5.835011752,2.135613499,0.574635669,0.629266818,4.705639151,1.955037607
233,1.25289E+12,18.76868922,5.81939561,2.110064186,0.579339469,0.658435299,4.705639151,2.012538712
234,1.25297E+12,18.92426702,5.803200963,2.125844568,0.564444203,0.686316907,4.735339794,1.986773592
235,1.25306E+12,19.64921582,5.985105246,2.131856162,0.560524383,0.729211714,4.759457938,2.05393484
236,1.25315E+12,19.93876211,5.854098491,2.138619224,0.542493274,0.7189127,4.866599131,2.068195178
237,1.25E+12,19.98954102,5.991753431,2.13711629,0.544061195,0.712012621,4.900786702,2.067735246
238,1.25332E+12,19.98954102,5.991753431,2.13711629,0.544061195,0.712012621,4.898195283,2.067735246
239,1.2534E+12,19.98954102,5.991753431,2.13711629,0.544061195,0.712012621,4.898195283,2.067735246
240,1.25349E+12,19.88150107,5.908758733,2.104060045,0.535437612,0.723227862,4.898195283,2.049334822
241,1.25358E+12,19.93120017,6.020962042,2.132607629,0.549548937,0.734015931,4.953411367,2.137656432
242,1.25E+12,20.04141128,6.102803258,2.110064186,0.57698757,0.733588761,4.97394076,2.072795192
243,1.25375E+12,19.85990494,5.964572458,2.10179819,0.57463567,0.71546052,4.967961638,2.041054646
244,1.25384E+12,19.7032358,5.892274608,2.07549741,0.571499828,0.706398499,4.951116197,2.007933954
245,1.25392E+12,19.7032358,5.892274608,2.07549741,0.571499828,0.706398499,4.908361128,2.007933954
246,1.25401E+12,19.7032358,5.892274608,2.07549741,0.571499828,0.706398499,4.908361128,2.007933954
247,1.25E+12,20.11183109,6.186379566,2.121335907,0.587179073,0.723227862,4.908361128,2.061294972
248,1.25418E+12,20.02843544,6.192163306,2.099543787,0.584043231,0.721070281,4.968657249,2.064515195
249,1.25427E+12,20.02520591,6.270247986,2.063474222,0.565228144,0.708556162,4.968657249,2.015754196
250,1.25436E+12,19.54008448,6.03831327,2.055959693,0.546413094,0.689141924,4.941947686,1.903051994
251,1.25444E+12,19.9765767,5.984234621,2.044687972,0.53622159,0.662814726,4.855737374,1.92789255
252,1.25E+12,19.9765767,5.984234621,2.044687972,0.53622159,0.662814726,4.829623959,1.92789255
253,1.25461E+12,19.9765767,5.984234621,2.044687972,0.53622159,0.662814726,4.829623959,1.92789255
254,1.2547E+12,20.09801284,6.162668752,2.079254746,0.552684778,0.683096269,4.829623959,2.017240795
255,1.25479E+12,20.52866091,6.162954696,2.11757857,0.55974044,0.69388438,4.868891563,2.068362797
256,1.25487E+12,20.55460098,6.174236232,2.116827247,0.558956461,0.697336559,4.970752281,2.104746944
257,1.25E+12,20.44871075,6.184644051,2.154399746,0.562876282,0.699925673,5.158122537,2.086324541
258,1.25505E+12,20.57835837,6.262436604,2.152145345,0.558172519,0.698199542,5.124636656,2.111655212
259,1.25513E+12,20.57835837,6.262436604,2.152145345,0.558172519,0.698199542,5.145268854,2.111655212
260,1.25522E+12,20.57835837,6.262436604,2.152145345,0.558172519,0.698199542,5.145268854,2.111655212
261,1.25531E+12,20.61509321,6.296561416,2.152145345,0.597370576,0.70467245,5.145268854,2.122248031
262,1.26E+12,20.52974073,6.182619937,2.134862029,0.597370576,0.707261563,5.222905585,2.102904667
263,1.25548E+12,20.66695193,6.537457908,2.172434529,0.600506417,0.726680041,5.243537782,2.171988411
264,1.25556E+12,20.58808323,6.540349557,2.196480906,0.600506417,0.72452246,5.335330597,2.171988411
265,1.25565E+12,20.31690189,6.522708865,2.209255562,0.581691331,0.69388438,5.281412047,2.121326891
266,1.25574E+12,20.31690189,6.522708865,2.209255562,0.581691331,0.69388438,5.480145312,2.121326891
267,1.26E+12,20.31690189,6.522708865,2.209255562,0.581691331,0.69388438,5.480145312,2.121326891
268,1.25591E+12,20.51245394,6.66383441,2.244573662,0.593450756,0.683532122,5.480145312,2.117642516
